Plate,Location,Sample,Timepoint,sasp_index_e_imputed,sasp_index_o_imputed,sasp_index_e_missing,sasp_index_o_missing
1.0,A3,10017,0.0,0.8745712041854858,0.8850149512290955,0.8730161786079407,0.8843468427658081
1.0,A4,10017,6.0,0.8766069412231445,0.885014533996582,0.872861385345459,0.8801435232162476
1.0,A5,10017,18.0,0.8772503137588501,0.8850149512290955,0.8772503137588501,0.8850149512290955
1.0,A6,10018,0.0,0.8544097542762756,0.8476369380950928,0.8477482199668884,0.8424555063247681
1.0,A7,10018,6.0,0.8627009391784668,0.8521746397018433,0.858290433883667,0.8495256304740906
1.0,A8,10018,18.0,0.8635654449462891,0.8476369380950928,0.8606448769569397,0.8464903831481934
1.0,A9,10020,0.0,0.8505661487579346,0.8450354933738708,0.8470646142959595,0.8401079177856445
1.0,A10,10023,0.0,0.8692225813865662,0.8569948077201843,0.8700494170188904,0.8580800890922546
1.0,A11,10023,6.0,0.8753429055213928,0.8649125695228577,0.8759821653366089,0.8654375672340393
1.0,A12,10023,18.0,0.8765878081321716,0.8704666495323181,0.8748328685760498,0.8677051067352295
1.0,B3,10024,0.0,0.8473002910614014,0.8454417586326599,0.8437230587005615,0.8407348394393921
1.0,B4,10024,6.0,0.8472890853881836,0.8450354337692261,0.8434913754463196,0.8401078581809998
1.0,B5,10024,18.0,0.8501685261726379,0.8439862132072449,0.8433866500854492,0.8389525413513184
1.0,B6,10026,0.0,0.8516911864280701,0.8514019250869751,0.8529605865478516,0.8525558710098267
1.0,B7,10026,6.0,0.7580606341362,0.758198082447052,0.75982666015625,0.7600992321968079
1.0,B8,10026,18.0,0.8663020133972168,0.8614763021469116,0.8670399785041809,0.862554132938385
1.0,B9,10028,0.0,0.8536891937255859,0.8520976305007935,0.8504778146743774,0.8468238711357117
1.0,B10,10028,6.0,0.8574474453926086,0.8548723459243774,0.8543991446495056,0.8505519032478333
1.0,B11,10028,18.0,0.8543047904968262,0.8487485647201538,0.8479373455047607,0.8438850045204163
1.0,B12,10029,0.0,0.8567556738853455,0.8532671332359314,0.8541573882102966,0.8495797514915466
1.0,C3,10029,6.0,0.8584210276603699,0.8564039468765259,0.8563327193260193,0.853330671787262
1.0,C4,10029,18.0,0.8563559651374817,0.8564039468765259,0.8514975309371948,0.853330671787262
1.0,C5,10030,0.0,0.8557025194168091,0.8704938292503357,0.851033627986908,0.8663453459739685
1.0,C6,10030,6.0,0.8726439476013184,0.8789563179016113,0.8693553805351257,0.8739904165267944
1.0,C7,10030,18.0,0.8578150272369385,0.853193461894989,0.853024423122406,0.8505980968475342
1.0,C8,10032,0.0,0.8482887744903564,0.8437051177024841,0.8403828144073486,0.8387935161590576
1.0,C9,10032,6.0,0.8520756959915161,0.8481009602546692,0.8524096012115479,0.8504343628883362
1.0,C10,10032,18.0,0.8499725461006165,0.8439861536026001,0.8457067608833313,0.8399602770805359
1.0,C11,10033,0.0,0.9042041301727295,0.9028927087783813,0.9038865566253662,0.9007442593574524
1.0,C12,10033,6.0,0.8657509684562683,0.8641847372055054,0.8661343455314636,0.8663474321365356
1.0,D3,10033,18.0,0.8675881028175354,0.8680164217948914,0.862320065498352,0.8637580871582031
1.0,D4,10035,0.0,0.8647633790969849,0.8584187626838684,0.85888671875,0.8558974266052246
1.0,D5,10035,6.0,0.8650015592575073,0.8556355237960815,0.8624345064163208,0.8525933623313904
1.0,D6,10035,18.0,0.863527238368988,0.8571679592132568,0.8589146137237549,0.8524878621101379
1.0,D7,10036,0.0,0.856534481048584,0.8488065004348755,0.8542764782905579,0.8411237001419067
1.0,D8,10036,6.0,0.8605745434761047,0.8590322136878967,0.8568010926246643,0.8575662970542908
1.0,D9,10036,18.0,0.8607022166252136,0.859032154083252,0.8564015030860901,0.8559044599533081
1.0,D10,10037,0.0,0.8596346974372864,0.8517453074455261,0.855460524559021,0.8477253317832947
1.0,D11,10037,6.0,0.8618134260177612,0.8569390773773193,0.8567336797714233,0.8571338057518005
1.0,D12,10037,18.0,0.8612818717956543,0.8583759069442749,0.8594752550125122,0.8559131026268005
1.0,E3,10039,0.0,0.8635727763175964,0.8608694076538086,0.8601377010345459,0.857511579990387
1.0,E4,10039,6.0,0.8608314394950867,0.8608694672584534,0.8551656603813171,0.8608694672584534
1.0,E5,10039,18.0,0.8609429001808167,0.8608694076538086,0.8560777902603149,0.8563668727874756
1.0,E6,10041,0.0,0.8569257259368896,0.8564040064811707,0.852088451385498,0.8530086874961853
1.0,E7,10041,6.0,0.8506951332092285,0.8450354337692261,0.8476789593696594,0.840614914894104
1.0,E8,10041,18.0,0.8566485047340393,0.8564039468765259,0.8518606424331665,0.8530086278915405
1.0,E9,10042,0.0,0.864789605140686,0.8524672985076904,0.8644812703132629,0.849075973033905
1.0,E10,10042,6.0,0.8665517568588257,0.8521746397018433,0.8629767298698425,0.8474594950675964
1.0,E11,10042,18.0,0.8684930801391602,0.8581927418708801,0.8640636801719666,0.8548758029937744
1.0,E12,10043,0.0,0.8538573980331421,0.8476369380950928,0.8495679497718811,0.8432837128639221
1.0,F3,10043,6.0,0.8517116904258728,0.8476370573043823,0.8474973440170288,0.8432838320732117
1.0,F4,10043,18.0,0.849750280380249,0.8470922708511353,0.843784749507904,0.8416110873222351
1.0,F5,10044,0.0,0.8517811894416809,0.8439862132072449,0.844997763633728,0.8385770320892334
1.0,F6,10044,6.0,0.8490543365478516,0.844953715801239,0.8435143232345581,0.8398946523666382
1.0,F7,10044,18.0,0.8522332906723022,0.8482708930969238,0.848430871963501,0.8427587151527405
1.0,F8,10046,0.0,0.8524292707443237,0.8487485647201538,0.8488569855690002,0.8438639640808105
1.0,F9,10046,6.0,0.8535622954368591,0.8476369380950928,0.851576566696167,0.8439887762069702
1.0,F10,10046,18.0,0.8526788353919983,0.8460464477539062,0.8486236333847046,0.8420012593269348
1.0,F11,10047,0.0,0.8523330092430115,0.8521746397018433,0.8462929129600525,0.8475608229637146
1.0,F12,10047,6.0,0.8540473580360413,0.8521746397018433,0.8471547365188599,0.8482494354248047
1.0,G3,10047,18.0,0.8523330092430115,0.8521745800971985,0.8491491079330444,0.8482493758201599
1.0,G4,10049,0.0,0.8455864191055298,0.8439861536026001,0.83558189868927,0.8391291499137878
1.0,G5,10049,6.0,0.8472895622253418,0.8476369380950928,0.8376266956329346,0.8424555063247681
1.0,G6,10049,18.0,0.8495146036148071,0.8517089486122131,0.8438910245895386,0.8467966318130493
1.0,G7,10051,0.0,0.859207808971405,0.8476369380950928,0.8510669469833374,0.8426481485366821
1.0,G8,10051,6.0,0.861134946346283,0.8521746397018433,0.8580093383789062,0.8490915298461914
1.0,G9,10051,18.0,0.8536931276321411,0.8476369380950928,0.8471506237983704,0.8424555063247681
1.0,G10,10052,0.0,0.8512930274009705,0.8480627536773682,0.8438495397567749,0.8417143821716309
1.0,G11,10052,6.0,0.8568417429924011,0.8480627536773682,0.8475844264030457,0.8417143821716309
1.0,G12,10052,18.0,0.8490807414054871,0.8433300852775574,0.8371877670288086,0.8374536037445068
1.0,H3,10053,0.0,0.8546155691146851,0.8476369380950928,0.8495008945465088,0.8471472263336182
1.0,H4,10053,6.0,0.8499726057052612,0.8439862132072449,0.841923713684082,0.8391291499137878
1.0,H5,10053,18.0,0.8520976305007935,0.8476369380950928,0.8428781032562256,0.8464903831481934
1.0,H6,10055,0.0,0.8598831295967102,0.8579338788986206,0.8559460639953613,0.8534682989120483
1.0,H7,10055,6.0,0.8603254556655884,0.8616371750831604,0.8571963906288147,0.8582645654678345
1.0,H8,10057,0.0,0.8535683155059814,0.8557814359664917,0.8488876819610596,0.8496774435043335
1.0,H9,10057,6.0,0.8572485446929932,0.8600315451622009,0.8498943448066711,0.8510645031929016
1.0,H10,10057,18.0,0.8582305908203125,0.864891529083252,0.8516882061958313,0.8576512336730957
2.0,A3,10059,0.0,0.7341433763504028,0.7370551824569702,0.7244802713394165,0.7159950733184814
2.0,A4,10059,6.0,0.8614827990531921,0.8559960722923279,0.8568496108055115,0.8581497073173523
2.0,A5,10059,18.0,0.8545851111412048,0.8525900840759277,0.8457633256912231,0.8530083894729614
2.0,A6,10061,0.0,0.8679147362709045,0.8785216808319092,0.8508043885231018,0.8468864560127258
2.0,A7,10064,0.0,0.8526672124862671,0.8581996560096741,0.7265459895133972,0.7126334309577942
2.0,A8,10064,6.0,0.8517961502075195,0.8480626940727234,0.863804280757904,0.8769806027412415
2.0,A9,10064,18.0,0.8558664321899414,0.8510684967041016,0.8449006676673889,0.8549573421478271
2.0,A10,10065,0.0,0.8538740873336792,0.8521747589111328,0.844162106513977,0.8403254151344299
2.0,A11,10065,6.0,0.8481894135475159,0.852408766746521,0.8514147996902466,0.8432525396347046
2.0,A12,10066,0.0,0.8556573390960693,0.8510686159133911,0.8508366346359253,0.8594647645950317
2.0,B3,10066,6.0,0.8580516576766968,0.8510685563087463,0.8346890807151794,0.8435508012771606
2.0,B4,10066,18.0,0.8585888743400574,0.8476369380950928,0.8474481105804443,0.842704713344574
2.0,B5,10067,0.0,0.8634636402130127,0.8476369380950928,0.8493155837059021,0.8420027494430542
2.0,B6,10067,6.0,0.7396109700202942,0.7410147786140442,0.8517137765884399,0.8455759882926941
2.0,B7,10067,18.0,0.7394219040870667,0.737427294254303,0.8613684773445129,0.8424554467201233
2.0,B8,10068,0.0,0.738135814666748,0.7351652383804321,0.7264391183853149,0.71677565574646
2.0,B9,10068,6.0,0.8541640043258667,0.8418912887573242,0.7265278697013855,0.7070209383964539
2.0,B10,10068,18.0,0.8497793078422546,0.8451576232910156,0.7266139984130859,0.7073142528533936
2.0,B11,10069,0.0,0.8549138307571411,0.8436821103096008,0.8458410501480103,0.8427468538284302
2.0,B12,10069,6.0,0.8508669137954712,0.8495087623596191,0.8443928956985474,0.8406969904899597
2.0,C3,10069,18.0,0.8518780469894409,0.851898729801178,0.8507965207099915,0.8414146900177002
2.0,C4,10070,0.0,0.8524392247200012,0.8522358536720276,0.8448519706726074,0.8428292274475098
2.0,C5,10070,6.0,0.8536654114723206,0.8538057208061218,0.8432872891426086,0.8450840711593628
2.0,C6,10070,18.0,0.85091632604599,0.8570128679275513,0.8422387838363647,0.8504490256309509
2.0,C7,10071,0.0,0.8528280854225159,0.8536086082458496,0.846453070640564,0.8478960990905762
2.0,C8,10071,6.0,0.8554505109786987,0.8548376560211182,0.8406379818916321,0.8472885489463806
2.0,C9,10071,18.0,0.7387421131134033,0.7340439558029175,0.8413704633712769,0.8463971018791199
2.0,C10,10073,0.0,0.7325311899185181,0.7352479100227356,0.8485771417617798,0.8464469313621521
2.0,C11,10073,6.0,0.7463265061378479,0.7521164417266846,0.7244668006896973,0.7102891802787781
2.0,C12,10073,18.0,0.8506162166595459,0.8458107709884644,0.7110382318496704,0.7124534845352173
2.0,D3,10074,0.0,0.8491275310516357,0.8490963578224182,0.7431248426437378,0.747499406337738
2.0,D4,10074,6.0,0.8474084734916687,0.849983811378479,0.8403095006942749,0.8456714153289795
2.0,D5,10074,18.0,0.8473297357559204,0.8443204164505005,0.8440816402435303,0.8477546572685242
2.0,D6,10078,0.0,0.8512473106384277,0.8489771485328674,0.836848258972168,0.841001033782959
2.0,D7,10078,6.0,0.8556663393974304,0.8559367656707764,0.8344694972038269,0.8397685289382935
2.0,D8,10078,18.0,0.739444375038147,0.7348546981811523,0.8426975011825562,0.8484660387039185
2.0,D9,10081,0.0,0.7519585490226746,0.7357164621353149,0.8485336303710938,0.84885573387146
2.0,D10,10081,6.0,0.878246545791626,0.8786954879760742,0.7263548970222473,0.7119899392127991
2.0,D11,10081,18.0,0.8532074689865112,0.8510685563087463,0.7531514763832092,0.7189762592315674
2.0,D12,10083,0.0,0.8562823534011841,0.8510686159133911,0.8747676610946655,0.871512234210968
2.0,E3,10083,6.0,0.8614315390586853,0.8526609539985657,0.8433394432067871,0.842309832572937
2.0,E4,10083,18.0,0.8530881404876709,0.8510685563087463,0.8502825498580933,0.845248281955719
2.0,E5,10084,0.0,0.8538573980331421,0.8476369380950928,0.8525077104568481,0.8521488308906555
2.0,E6,10084,6.0,0.8532074093818665,0.8510684967041016,0.8434557914733887,0.845248281955719
2.0,E7,10084,18.0,0.8532073497772217,0.8510685563087463,0.8449259996414185,0.8424555063247681
2.0,E8,10086,0.0,0.8655146360397339,0.8510686159133911,0.8468236327171326,0.845248281955719
2.0,E9,10086,18.0,0.8563583493232727,0.8443202972412109,0.8480120897293091,0.8501476645469666
2.0,E10,10087,0.0,0.8538494110107422,0.8439861536026001,0.8585359454154968,0.845248281955719
2.0,E11,10087,6.0,0.855871319770813,0.8476369380950928,0.850675106048584,0.8435749411582947
2.0,E12,10087,18.0,0.7384999394416809,0.7426359057426453,0.8460133075714111,0.8422935009002686
2.0,F3,10088,0.0,0.8538987040519714,0.8556490540504456,0.8501485586166382,0.8424554467201233
2.0,F4,10088,6.0,0.8543955683708191,0.8556491136550903,0.7264414429664612,0.7321865558624268
2.0,F5,10088,18.0,0.8635061979293823,0.8521746397018433,0.8431164026260376,0.8566242456436157
2.0,F6,10089,0.0,0.8553851842880249,0.8510685563087463,0.8448365926742554,0.8566243052482605
2.0,F7,10089,6.0,0.8695184588432312,0.8521745800971985,0.8613142371177673,0.8475607633590698
2.0,F8,10089,18.0,0.7460978031158447,0.7432456016540527,0.8486329317092896,0.8423097729682922
2.0,F9,10090,0.0,0.7524468898773193,0.7432457208633423,0.861781120300293,0.8503186702728271
2.0,F10,10090,6.0,0.8784606456756592,0.8697798252105713,0.7356411814689636,0.7247344255447388
2.0,F11,10090,18.0,0.8656994700431824,0.8521747589111328,0.7547960877418518,0.7247473001480103
2.0,F12,10091,0.0,0.8660658597946167,0.8567774295806885,0.8778094053268433,0.8651338219642639
2.0,G3,10091,6.0,0.8591782450675964,0.8521746397018433,0.8636231422424316,0.8467000126838684
2.0,G4,10091,18.0,0.8525670170783997,0.8543168902397156,0.8602118492126465,0.8500062227249146
2.0,G5,10092,0.0,0.8532999753952026,0.8504862189292908,0.8538064360618591,0.8475607633590698
2.0,G6,10092,6.0,0.8532999753952026,0.8504862189292908,0.8457604050636292,0.8495839834213257
2.0,G7,10092,18.0,0.8520268797874451,0.8555589914321899,0.8431940674781799,0.8431092500686646
2.0,G8,10094,0.0,0.8531609177589417,0.8528861999511719,0.8429126143455505,0.8421953916549683
2.0,G9,10094,6.0,0.8509865999221802,0.8528861999511719,0.8461348414421082,0.847584068775177
2.0,G10,10094,18.0,0.8545064330101013,0.8555589318275452,0.8433200120925903,0.8524320125579834
2.0,G11,10096,0.0,0.7414664626121521,0.7409763336181641,0.8394859433174133,0.8524319529533386
2.0,G12,10096,6.0,0.7393079400062561,0.7403319478034973,0.8442142605781555,0.8482376337051392
2.0,H3,10096,18.0,0.7396343350410461,0.7409780621528625,0.7313741445541382,0.7223494052886963
2.0,H4,10097,0.0,0.8610442876815796,0.8659244775772095,0.7271187901496887,0.7202028632164001
2.0,H5,10097,6.0,0.8728115558624268,0.8770753741264343,0.7280619144439697,0.7223493456840515
2.0,H6,10060,0.0,0.8569274544715881,0.8479176163673401,0.8511594533920288,0.8673902153968811
2.0,H7,10060,6.0,0.7385866045951843,0.7354147434234619,0.866662859916687,0.8771660327911377
2.0,H8,10101,0.0,0.8493862152099609,0.8580667972564697,0.8390935659408569,0.856342077255249
2.0,H9,10183,0.0,0.8927379846572876,0.8657646775245667,0.8950072526931763,0.8629254102706909
2.0,H10,10183,6.0,0.9018165469169617,0.8815984725952148,0.8997111916542053,0.8759099245071411
3.0,A3,10099,0.0,0.8718894720077515,0.8699575662612915,0.8729044795036316,0.8689188957214355
3.0,A4,10099,6.0,0.8649405241012573,0.8609477877616882,0.8624178767204285,0.8627458810806274
3.0,A5,10099,18.0,0.8587453365325928,0.8637773990631104,0.8536964058876038,0.8586769104003906
3.0,A6,10100,0.0,0.8581386208534241,0.8549285531044006,0.851313054561615,0.8544213771820068
3.0,A7,10100,6.0,0.8597024083137512,0.849388837814331,0.8546199798583984,0.8468865752220154
3.0,A8,10100,18.0,0.8656938076019287,0.8549283146858215,0.8588970899581909,0.854421079158783
3.0,A9,10102,0.0,0.8606663942337036,0.8521746397018433,0.8575162887573242,0.8503187894821167
3.0,A10,10102,6.0,0.7491206526756287,0.7427693009376526,0.7358474135398865,0.7234014272689819
3.0,A11,10102,18.0,0.7555794715881348,0.7502809166908264,0.7398479580879211,0.732995331287384
3.0,A12,10103,0.0,0.8698396682739258,0.8693804144859314,0.8672292232513428,0.8664242029190063
3.0,B3,10103,6.0,0.8573386073112488,0.8579972982406616,0.8548834323883057,0.8537548780441284
3.0,B4,10103,18.0,0.8718268871307373,0.8541066646575928,0.8697328567504883,0.8568941354751587
3.0,B5,10104,0.0,0.7413321137428284,0.741523027420044,0.7357686758041382,0.7315388321876526
3.0,B6,10104,6.0,0.8652871251106262,0.8528861999511719,0.8640192747116089,0.8517285585403442
3.0,B7,10104,18.0,0.7454807162284851,0.7417948842048645,0.7357167601585388,0.7310652732849121
3.0,B8,10105,0.0,0.8491430878639221,0.8476369976997375,0.8411164283752441,0.8454879522323608
