Plate,Location,Sample,Timepoint,sasp_index_e_imputed,sasp_index_o_imputed,sasp_index_e_missing,sasp_index_o_missing
1.0,A3,10017,0.0,0.8639519214630127,0.8490276336669922,0.8621153235435486,0.8579743504524231
1.0,A4,10017,6.0,0.860375165939331,0.8556044101715088,0.864757239818573,0.8612140417098999
1.0,A5,10017,18.0,0.8638993501663208,0.8385091423988342,0.8688948750495911,0.8543999791145325
1.0,A6,10018,0.0,0.8707972764968872,0.8695193529129028,0.8667644262313843,0.8583340644836426
1.0,A7,10018,6.0,0.8714103698730469,0.8644513487815857,0.869720995426178,0.8593807816505432
1.0,A8,10018,18.0,0.8659796118736267,0.8644512295722961,0.869598925113678,0.860511064529419
1.0,A9,10020,0.0,0.866784930229187,0.8560160398483276,0.864282488822937,0.8587589263916016
1.0,A10,10023,0.0,0.8561248779296875,0.8345661163330078,0.855061411857605,0.8374447822570801
1.0,A11,10023,6.0,0.8603410720825195,0.8354935050010681,0.8607112765312195,0.8379682302474976
1.0,A12,10023,18.0,0.8742395043373108,0.8386566042900085,0.8776683807373047,0.8427391052246094
1.0,B3,10024,0.0,0.8736470937728882,0.8669201731681824,0.8691844344139099,0.8653963804244995
1.0,B4,10024,6.0,0.8856111764907837,0.8571031093597412,0.867796778678894,0.8587586879730225
1.0,B5,10024,18.0,0.866057813167572,0.857161283493042,0.8570334911346436,0.8595226407051086
1.0,B6,10026,0.0,0.8585493564605713,0.8525143265724182,0.8689426183700562,0.8595741987228394
1.0,B7,10026,6.0,0.8757371306419373,0.8716984391212463,0.8710378408432007,0.8694905042648315
1.0,B8,10026,18.0,0.8708987236022949,0.8629438877105713,0.8671911954879761,0.8625024557113647
1.0,B9,10028,0.0,0.8720377683639526,0.8568385243415833,0.8669757843017578,0.8595645427703857
1.0,B10,10028,6.0,0.8777480125427246,0.8609192371368408,0.8717710971832275,0.8609408140182495
1.0,B11,10028,18.0,0.8770930171012878,0.8570583462715149,0.8595108985900879,0.857702374458313
1.0,B12,10029,0.0,0.8746995329856873,0.8576107025146484,0.871503472328186,0.8555665612220764
1.0,C3,10029,6.0,0.8754948377609253,0.8580595254898071,0.8726053237915039,0.8564894795417786
1.0,C4,10029,18.0,0.8727995157241821,0.8578901886940002,0.8678645491600037,0.8564893007278442
1.0,C5,10030,0.0,0.8589324355125427,0.8588386178016663,0.857161283493042,0.8480691909790039
1.0,C6,10030,6.0,0.8670571446418762,0.8673606514930725,0.8633835315704346,0.8550772666931152
1.0,C7,10030,18.0,0.8721707463264465,0.8638200163841248,0.8679677248001099,0.8596439361572266
1.0,C8,10032,0.0,0.86046302318573,0.8542158603668213,0.8563351631164551,0.8570812940597534
1.0,C9,10032,6.0,0.8722548484802246,0.8599440455436707,0.8720827102661133,0.8637988567352295
1.0,C10,10032,18.0,0.8671225309371948,0.8572707772254944,0.8708996772766113,0.8602404594421387
1.0,C11,10033,0.0,0.8565904498100281,0.8665811419487,0.8623668551445007,0.8838469982147217
1.0,C12,10033,6.0,0.8728519082069397,0.8815451860427856,0.8744218945503235,0.8766976594924927
1.0,D3,10033,18.0,0.8789559602737427,0.8602741956710815,0.8752197027206421,0.8475908041000366
1.0,D4,10035,0.0,0.8906652331352234,0.8825936913490295,0.8865576982498169,0.8683772683143616
1.0,D5,10035,6.0,0.8905671238899231,0.8710445165634155,0.8907502889633179,0.860203742980957
1.0,D6,10035,18.0,0.887566089630127,0.875514030456543,0.8890806436538696,0.8669058084487915
1.0,D7,10036,0.0,0.8818726539611816,0.8681416511535645,0.876780092716217,0.8690305352210999
1.0,D8,10036,6.0,0.8876627683639526,0.8601438403129578,0.8862366080284119,0.8533806800842285
1.0,D9,10036,18.0,0.8852218389511108,0.8699660301208496,0.873292088508606,0.8558483123779297
1.0,D10,10037,0.0,0.8808253407478333,0.8849834203720093,0.8797047734260559,0.8683772683143616
1.0,D11,10037,6.0,0.870099663734436,0.864518940448761,0.8647190928459167,0.850614070892334
1.0,D12,10037,18.0,0.8781846165657043,0.864584743976593,0.8705323934555054,0.8545878529548645
1.0,E3,10039,0.0,0.8613276481628418,0.8420134782791138,0.8572007417678833,0.8758629560470581
1.0,E4,10039,6.0,0.8638148903846741,0.8437244892120361,0.8608002066612244,0.8437244892120361
1.0,E5,10039,18.0,0.8717190027236938,0.8440207839012146,0.8707160949707031,0.842719554901123
1.0,E6,10041,0.0,0.8731096982955933,0.8710942268371582,0.8739254474639893,0.8650379180908203
1.0,E7,10041,6.0,0.8713558912277222,0.8674848079681396,0.8717256784439087,0.8678186535835266
1.0,E8,10041,18.0,0.8674881458282471,0.8689790368080139,0.8651662468910217,0.8662415742874146
1.0,E9,10042,0.0,0.8704346418380737,0.879348874092102,0.8675894737243652,0.8699509501457214
1.0,E10,10042,6.0,0.8743908405303955,0.8684773445129395,0.8739571571350098,0.8578930497169495
1.0,E11,10042,18.0,0.8874067664146423,0.8693197965621948,0.8829927444458008,0.8660736083984375
1.0,E12,10043,0.0,0.8742769956588745,0.8712799549102783,0.873584508895874,0.8638781309127808
1.0,F3,10043,6.0,0.8772895336151123,0.8735259175300598,0.877025842666626,0.8625865578651428
